"month","year","date","type","dead","injured","location","details","perpetrator","partOf"
"May","2016","2","Melee attack","0","1","Jerusalem, Israel","Palestinian man stabbed an old Jewish man at the Lions' Gate in the Old City of Jerusalem. The assailant fled the scene and was later caught and admitted he carried out the attack.[10]","Palestinian lone wolf","Israeli–Palestinian conflict"
"May","2016","2","Vehicular attack","0","3","Dolev, West Bank","Three Israelis were wounded in a  car-ramming attack near Dolev settlement in the West Bank. The driver of the vehicle was shot and killed.[11]","Palestinian lone wolf","Israeli–Palestinian conflict"
"May","2016","2","Shooting","17","0","Mosul, Iraq","[12]","Islamic State","Iraqi Civil War"
"May","2016","2","Rocket attack, chemical attack","0","2","Bashir, Iraq","[13]","Islamic State","Iraqi Civil War"
"May","2016","2","Shooting","2","0","Hakkâri Province, Turkey","Two soldiers were killed  when outlawed PKK attacked a military station zone in the Şemdinli district of the southeastern province of Hakkâri Province.[14]","PKK","PKK rebellion"
"May","2016","3","Melee attack","38","0","Beni, Democratic Republic of Congo","At least 38 people were killed  by suspected rebels  ADF in the city of Beni  in North Kivu.[15][16]","Allied Democratic Forces","Kivu conflict"
"May","2016","3","Bombing","0","3","Baghdad, Iraq","[17]","Unknown","Iraqi Civil War"
"May","2016","3","Bombing","2","8","Baghdad, Iraq","[18]","Unknown","Iraqi Civil War"
"May","2016","3","Shooting","1","0","Iraq","A U.S. Navy SEAL was killed in Iraq after Islamic State attacked a Peshmerga base. Roughly 100 ISIL fighters have break through a checkpoint at the frontline and drove 3 to 5 kilometers to the Peshmerga base. The U.S. responded with F-15's and drones that dropped more than 20 bombs.[19]","Islamic State","Iraqi Civil War"
"May","2016","3","Bombing","1","0","Kirkuk, Iraq","[20]","Islamic State","Iraqi Civil War"
"May","2016","4","Bombing","1","5","Baghdad, Iraq","[21]","Islamic State","Iraqi Civil War"
"May","2016","4","Shooting","1","2","Baghdad, Iraq","[22]","Islamic State","Iraqi Civil War"
"May","2016","4","Bombing","1","5","Baghdad, Iraq","[23]","Islamic State","Iraqi Civil War"
"May","2016","4","Bombing","1","7","Baghdad, Iraq","[24]","Islamic State","Iraqi Civil War"
"May","2016","4","Attack","15","0","Khween Village, Syria","Four children are among fifteen civilians murdered by Jabhat al-Nusra.[25]","Jabhat al-Nusra","Syrian Civil War"
"May","2016","4","Bombing","4","2","Kirkuk, Iraq","[26]","Islamic State","Iraqi Civil War"
"May","2016","4","Car bombing","0","1","Baghdad, Iraq","[27]","Unknown","Iraqi Civil War"
"May","2016","5","Car bombing","1","10","Mardin, Turkey","PKK used a car laden with explosives to attack a gendarmerie station in Turkey's Mardin. Initial reports from the scene said that 1 soldier has died and 10 others have been wounded.[28]","PKK","PKK rebellion"
"May","2016","5","Suicide car bombing, suicide motorbike bombing","12","45","Homs, Syria","At least 12 people have been killed and 45 injured, some of them seriously, in twin suicide blasts in the Syrian city of Homs,  a car and a motorcycle exploded in the Mukharram al-Fawqani area in the eastern part of the city.[29]","Fedayeen","Syrian Civil War"
"May","2016","5","Rocket attack","1","8","Kilis, Turkey","A child died and eight other people were injured after rockets fired from the Islamic State of Iraq and the Levant-controlled territory in Syria hit the south-central Turkish Kilis province[30]","Islamic State","Turkey–ISIL conflict"
"May","2016","5","Shooting","25","0","Mosul, Iraq","[31]","Islamic State","Iraqi Civil War"
"May","2016","5","Shooting","0","1","Baghdad, Iraq","[32]","Unknown","Iraqi Civil War"
"May","2016","5","Bombing","5","14","Iskandariya, Iraq","[33]","Unknown","Iraqi Civil War"
"May","2016","5","Bombing","2","9","Baghdad, Iraq","[34]","Unknown","Iraqi Civil War"
"May","2016","5","Bombing","1","6","Baghdad, Iraq","[35]","Unknown","Iraqi Civil War"
"May","2016","5","Shooting and bombing","5","0","Misrata, Libya","Five Libyan soldiers have been killed  in an ISIL attack in the northwestern city of Misrata.[36]","Islamic State","Second Libyan Civil War"
"May","2016","5","Shooting","1","0","Raqqa, Syria","[37]","Islamic State","Syrian Civil War"
"May","2016","5","Bombing","5","5","Qadis, Afghanistan","An Afghan official said a roadside bombing killed five civilians and wounded five others in a remote northwestern province.[38]","Taliban","War in Afghanistan"
"May","2016","6","Shelling","5","11","Benghazi, Libya","Five people were killed and 11 wounded on Friday when shells hit a political rally in the centre of Libya's second city Benghazi.","Islamic State","Second Libyan Civil War"
"May","2016","6","Bombing","1","9","Baghdad, Iraq","[39]","Unknown","Iraqi Civil War"
"May","2016","6","Bombing","7","15","Ma'rib, Yemen","Seven people were killed and more than 15 wounded by a bomb  in the Yemeni city Ma'rib, east of the capital Sana'a.[40]","Unknown","Yemeni Civil War"
"May","2016","6","Bombing","0","8","Bujumbura, Burundi","Eight people were injured by a grenade explosion, in the north of Bujumbura,[41]","Unknown","Burundian unrest"
"May","2016","6","Melee attack","3","0","Biane, Democratic Republic of Congo","At least four people were killed  by suspected rebels ADF in the city of Biane.[42]","ADF","Ituri conflict"
"May","2016","7","Shooting","2","1","Kandahar, Afghanistan","Gunmen wearing Afghan military uniforms shot dead two Romanian soldiers in the country's south on Saturday, officials said,[43]","Taliban","War in Afghanistan"
"May","2016","7","Gas attack","3","0","Kahrez, Iraq","A chlorine gas rocket attack killed 3 and injured hundreds.[44]","ISIL","Iraqi Civil War"
"May","2016","7","Mass execution, genocide","160","0","Ramadi, Iraq","The remains of over 160 people were found in over 50 mass graves after ISIS committed a mass execution and genocide.[45]","ISIL","Iraqi Civil War"
"May","2016","7","Bombing","4","1","Zabul, Afghanistan","At least four children lost their lives and another sustained injuries in a powerful bomb explosion in a rural area in Afghanistan's southern province of Zabul.[46]","Taliban","War in Afghanistan"
"May","2016","8","Bombing","2","12","Bujumbura, Burundi","A grenade was thrown in a small market. Its explosion killed two saleswoman and injured twelve others [41]","Unknown","Burundian unrest"
"May","2016","8","Bombing","2","11","Baghdad, Iraq","[47]","Unknown","Iraqi Civil War"
"May","2016","8","Bombing","1","8","Baghdad, Iraq","[48]","Unknown","Iraqi Civil War"
"May","2016","8","Shooting","8","0","Helwan, Egypt","Four gunmen killed eight police officers dressed in plainclothes south of Cairo on Sunday, authorities said.[49]","IISIL","Sinai Insurgency"
"May","2016","8","Bombing","1","5","Bujumbura, Burundi","One person was killed and five others injuredin the explosion of a grenade in a  bar, in the center of Bujumbura.[41]","Unknown","Burundian unrest"
"May","2016","8","Suicide bombing","6","16","Abu Ghraib, Iraq","[50]","Islamic State","Iraqi Civil War"
"May","2016","8","Bombing","3","10","Madain, Iraq","[51]","ISIL","Iraqi Civil War"
"May","2016","8","Suicide bombing","4","17","Baghdad, Iraq","[51]","ISIL","Iraqi Civil War"
"May","2016","9","Suicide bombing","1","4","Grozny, Russia","At least one policeman was killed and four wounded in a terrorist attack in Grozny. A terrorist blew himself up, another was killed by security forces.[52]","Unknown","Insurgency in the North Caucasus"
"May","2016","9","Shooting","1","0","Baghdad, Iraq","[53]","Unknown","Iraqi Civil War"
"May","2016","9","Bombings","3","11","Baghdad, Iraq","[54]","Unknown","Iraqi Civil War"
"May","2016","9","Bombing","2","7","Baghdad, Iraq","[55]","Unknown","Iraqi Civil War"
"May","2016","9","Bombing","16","54","Baquba, Iraq","A car bomb claimed by ISIL exploded in the eastern Iraqi city of Baquba. It killed at least 16 civilians and wounded 54 others outside of a bakery not far from the city center.[56]","Islamic State","Iraqi Civil War"
"May","2016","9","Shooting","1","5","Manila, Philippines","ISIL branch in the Philippines claimed responsibility on Monday for a terror attack against a military position on Basilan Island, killing one soldier and injuring other.[57]","Islamic State",""
"May","2016","9","Grenade attack","","12","Karachi, Pakistan","At least 12 people were injured in a hand grenade attack in Pakistan's southern port city of Karachi on Sunday.[58]","Unknown","War in North-West Pakistan"
"May","2016","9","Suicide bombing","2","0","Mogadishu, Somalia","A suicide car bomb targeting Mogadishu's traffic police headquarters killed between 2 and 4. Al-Shabaab claims responsibility.[59][60]","Al Shabab","War in Somalia"
"May","2016","9","Shooting","3","1","Rumonge Province, Burundi","Three people were killed in a bar in Maramvya, Burambi district of Rumonge province, 70 km south of the Burundian capital Bujumbura. Two of the victims were retired soldiers. Another man was seriously injured in the shooting.[61]","Unknown","Burundian unrest"
"May","2016","9","Shooting","1","1","Karachi, Pakistan","A prominent Pakistani anti-militant activist was killed by four armed men, while his friend was injured.[62]","Taliban","War in North-West Pakistan"
"May","2016","10","Melee attack","0","2","Jerusalem, Israel","Two elderly women were injured in an stabbing attack in Jerusalem's Armon HaNatziv neighborhood.[63]","Palestinian lone wolf","Israeli–Palestinian conflict"
"May","2016","10","Melee attack","1","0","Rajshahi, Bangladesh","Sufi Muslim leader Mohammad Shahidullah was found dead in a suspected attack by militants.[64]","Unknown Islamists","Internal conflict in Bangladesh"
"May","2016","10","Bombing","0","2","Hizma, West Bank","Two Israeli soldiers were wounded  by an explosive device at the crossing of Hizma near Ramallah in the West Bank.[65]","Unknown","Israeli–Palestinian conflict"
"May","2016","10","Bombing","2","5","Quetta, Pakistan","A provincial official says a bomb has exploded in the parking area of a state-run university in southwestern Pakistan, killing two police officers and wounding five people.[66]","Taliban","War in North-West Pakistan"
"May","2016","10","Car bombing","3","0","Diyarbakir, Turkey","May 2016 Diyarbakır bombing: At least three are killed in a car bomb targeting a Turkish police vehicle in Diyarbakır, Turkey.[67]","PKK","Kurdish–Turkish conflict (2015–present)"
"May","2016","10","Suicide car bombing","11","23","Nazyan, Afghanistan","A suicide car bombing in an eastern Afghan region bordering Pakistan killed at least 11 people.[68][69]","Unknown","War in Afghanistan"
"May","2016","10","Explosive devices","1","5","Donbass region, Ukraine","One Ukrainian serviceman was killed and three others wounded in action in the Donbass region on 10 May. All the casualties were caused by explosions of explosive devices. Two civilians, employees of a thermal power station, were injured by explosion of a grenade launcher's ammunition that was hidden underground.","Unknown","War in Donbass"
"May","2016","11","Burning","5","0","Kirkuk, Iraq","[70]","ISIL","Iraqi Civil War"
"May","2016","11","Car bombing","7","20","Baghdad, Iraq","11 May 2016 Baghdad bombings[71]","Unknown","Iraqi Civil War"
"May","2016","11","Mortar attack","2","3","Baqubah, Iraq","[72]","Unknown","Iraqi Civil War"
"May","2016","11","Bombing","0","2","Baqubah, Iraq","[73]","Unknown","Iraqi Civil War"
